,Lake,d2H
Ter,Suuri-Vahvanen,-108.930513530324
Ter,Suuri-Vahvanen,-126.121798889446
Ter,Suuri-Vahvanen,-120.767017971551
Ter,Suuri-Vahvanen,-126.082349762711
Ter,Suuri-Vahvanen,-135.792320943763
Ter,Suuri-Vahvanen,-136.832386617393
Ter,Suuri-Vahvanen,-137.299510658586
Ter,Suuri-Vahvanen,-117.375207639289
Ter,Suuri-Vahvanen,-119.752251143693
Ter,Suuri-Vahvanen,-118.451102686798
Ter,Suuri-Vahvanen,-121.538873126126
Ter,Suuri-Vahvanen,-116.101112617695
Ter,Suuri-Vahvanen,-128.1115464154
Ter,Suuri-Vahvanen,-125.691642813663
Ter,Suuri-Vahvanen,-143.204864468905
Ter,Suuri-Vahvanen,-127.538495359169
Ter,Suuri-Vahvanen,-129.107208473734
Ter,Suuri-Vahvanen,-138.502903918497
Ter,Suuri-Vahvanen,-118.59725593509
Ter,Suuri-Vahvanen,-134.610772946199
Ter,Suuri-Vahvanen,-114.114239535319
Ter,Suuri-Vahvanen,-139.334193293541
Aq,Suuri Jukajarvi,-151.471247179951
Aq,Suuri Jukajarvi,-178.253117348896
Aq,Suuri Jukajarvi,-183.088207230352
Aq,Suuri Jukajarvi,-188.807642576126
Aq,Suuri Jukajarvi,-188.026441628403
Aq,Suuri Jukajarvi,-162.100660092725
Aq,Suuri Jukajarvi,-196.860606679147
Aq,Suuri Jukajarvi,-178.230073608114
Aq,Suuri Jukajarvi,-179.344460547861
Aq,Suuri Jukajarvi,-211.15172609617
Aq,Suuri Jukajarvi,-202.687457323213
Aq,Suuri Jukajarvi,-184.640738426924
Aq,Suuri Jukajarvi,-206.295198978422
Aq,Suuri Jukajarvi,-180.197405457837
Aq,Suuri Jukajarvi,-189.353697168529
Aq,Suuri Jukajarvi,-232.100031121763
Aq,Suuri Jukajarvi,-196.280339654397
Aq,Suuri Jukajarvi,-178.894321462009
Aq,Suuri Jukajarvi,-206.953651257944
Aq,Suuri Jukajarvi,-159.556492448445
Aq,Suuri Jukajarvi,-159.5921985421
Aq,Suuri Jukajarvi,-183.227351407365
Aq,Suuri Jukajarvi,-159.119319046122
Aq,Suuri Jukajarvi,-174.268991907882
Aq,Suuri Jukajarvi,-190.735709829031
Aq,Suuri Jukajarvi,-195.389796888472
Aq,Suuri Jukajarvi,-206.843616673744
Aq,Suuri Jukajarvi,-191.521012261098
Aq,Suuri Jukajarvi,-141.604235280067
Aq,Suuri Jukajarvi,-197.801463607411
Aq,Suuri Jukajarvi,-196.895404313911
Aq,Suuri Jukajarvi,-194.762205338082
Aq,Suuri Jukajarvi,-136.516465864732
Aq,Suuri Jukajarvi,-158.480902844257
Aq,Suuri Jukajarvi,-196.017545480969
Aq,Suuri Jukajarvi,-168.161034536091
Aq,Suuri Jukajarvi,-173.518344803297
Aq,Suuri Jukajarvi,-204.87168957758
Aq,Suuri Jukajarvi,-106.168378136684
Aq,Suuri Jukajarvi,-170.499595993705
Aq,Suuri Jukajarvi,-180.76733597276
Aq,Suuri Jukajarvi,-206.061177968485
Aq,Suuri Jukajarvi,-195.649441544891
Aq,Suuri Jukajarvi,-182.209305453208
Aq,Suuri Jukajarvi,-152.257326487899
Aq,Suuri Jukajarvi,-166.541767034988
Aq,Suuri Jukajarvi,-230.941745383609
Aq,Suuri Jukajarvi,-213.824273673559
Aq,Suuri Jukajarvi,-112.576353703056
Aq,Suuri Jukajarvi,-125.339540946136
Aq,Suuri Jukajarvi,-211.80322211365
Aq,Suuri Jukajarvi,-213.903567900767
Aq,Suuri Jukajarvi,-180.63950088238
Aq,Suuri Jukajarvi,-165.904674022253
Aq,Suuri Jukajarvi,-190.302346503408
Aq,Suuri Jukajarvi,-185.628861873467
Aq,Suuri Jukajarvi,-181.706523349332
Aq,Suuri Jukajarvi,-187.348182250013
Aq,Suuri Jukajarvi,-187.960825135254
Aq,Suuri Jukajarvi,-162.750570544716
Aq,Suuri Jukajarvi,-164.627304382352
Aq,Suuri Jukajarvi,-173.730017733885
Aq,Suuri Jukajarvi,-164.460369530657
Aq,Suuri Jukajarvi,-140.267371500452
Aq,Suuri Jukajarvi,-161.156565123536
Aq,Suuri Jukajarvi,-166.744931259533
Aq,Suuri Jukajarvi,-154.25874107495
Aq,Suuri Jukajarvi,-173.494072111869
Aq,Suuri Jukajarvi,-167.506266621035
Aq,Suuri Jukajarvi,-238.909210288732
Aq,Suuri Jukajarvi,-130.247001249035
Aq,Suuri Jukajarvi,-159.196795420044
Aq,Suuri Jukajarvi,-143.180186616744
Aq,Suuri Jukajarvi,-215.171375825854
Aq,Suuri Jukajarvi,-208.494127851028
Aq,Suuri Jukajarvi,-160.27445695637
Aq,Suuri Jukajarvi,-145.383044217358
Aq,Suuri Jukajarvi,-197.823683310168
Aq,Suuri Jukajarvi,-194.17454606679
Aq,Suuri Jukajarvi,-231.657687851799
Aq,Suuri Jukajarvi,-167.418583267664
Aq,Suuri Jukajarvi,-186.880242096912
Aq,Suuri Jukajarvi,-183.116940912284
Aq,Suuri Jukajarvi,-198.243616663326
Aq,Suuri Jukajarvi,-156.525104208165
Aq,Suuri Jukajarvi,-187.856321812979
Aq,Suuri Jukajarvi,-201.520096994842
Aq,Suuri Jukajarvi,-151.119628769752
Aq,Suuri Jukajarvi,-179.772927281815
Aq,Suuri Jukajarvi,-163.022360423917
Aq,Suuri Jukajarvi,-228.361071416061
Aq,Suuri Jukajarvi,-198.198721598359
Aq,Suuri Jukajarvi,-137.901063686781
Aq,Suuri Jukajarvi,-172.027459043949
Aq,Suuri Jukajarvi,-234.031299155943
Aq,Suuri Jukajarvi,-191.831449541548
Aq,Suuri Jukajarvi,-180.192526759987
Aq,Suuri Jukajarvi,-141.907314026866
Aq,Suuri Jukajarvi,-130.482664278668
Aq,Suuri Jukajarvi,-161.348352795402
Ter,Suuri Jukajarvi,-131.56408272883
Ter,Suuri Jukajarvi,-122.629963163954
Ter,Suuri Jukajarvi,-104.40513945774
Ter,Suuri Jukajarvi,-115.755371977837
Ter,Suuri Jukajarvi,-124.200066731
Ter,Suuri Jukajarvi,-113.634669336613
Ter,Suuri Jukajarvi,-130.211965008248
Ter,Suuri Jukajarvi,-111.132454954755
Ter,Suuri Jukajarvi,-100.224315280048
Ter,Suuri Jukajarvi,-125.926309296334
Ter,Suuri Jukajarvi,-117.655780257505
Ter,Suuri Jukajarvi,-104.933138764362
Ter,Suuri Jukajarvi,-123.570520845053
Ter,Suuri Jukajarvi,-111.786088909797
Ter,Suuri Jukajarvi,-137.082147612853
Ter,Suuri Jukajarvi,-102.286498229837
Ter,Suuri Jukajarvi,-105.039003879421
Ter,Suuri Jukajarvi,-126.091767801281
Ter,Suuri Jukajarvi,-112.130703056998
Ter,Suuri Jukajarvi,-119.325494789258
Ter,Suuri Jukajarvi,-101.884462166931
Ter,Suuri Jukajarvi,-118.777769036098
Ter,Suuri Jukajarvi,-114.843462066389
Ter,Suuri Jukajarvi,-118.426807232069
Ter,Suuri Jukajarvi,-96.2395534884725
Ter,Suuri Jukajarvi,-110.543295911337
Ter,Suuri Jukajarvi,-119.436153351475
Ter,Suuri Jukajarvi,-126.42922229863
Ter,Suuri Jukajarvi,-121.639273458987
Ter,Suuri Jukajarvi,-104.296738825221
Ter,Suuri Jukajarvi,-114.44488146791
Ter,Suuri Jukajarvi,-121.926505214181
Ter,Suuri Jukajarvi,-110.623535879672
Ter,Suuri Jukajarvi,-117.619030335381
Ter,Suuri Jukajarvi,-109.777607857431
Ter,Suuri Jukajarvi,-105.735215767444
Ter,Suuri Jukajarvi,-121.760768852919
Ter,Suuri Jukajarvi,-104.889148343024
Ter,Suuri Jukajarvi,-112.920974136624
Ter,Suuri Jukajarvi,-117.085738791478
Ter,Suuri Jukajarvi,-139.259387328226
Ter,Suuri Jukajarvi,-119.561878377921
Ter,Suuri Jukajarvi,-106.229714067317
Ter,Suuri Jukajarvi,-99.0658386007874
Ter,Suuri Jukajarvi,-125.896693659487
Ter,Suuri Jukajarvi,-136.637775125872
Ter,Suuri Jukajarvi,-109.281733407495
Ter,Suuri Jukajarvi,-101.616686608635
Ter,Suuri Jukajarvi,-114.830665774038
Ter,Suuri Jukajarvi,-113.793271029222
Ter,Suuri Jukajarvi,-106.460083684752
Ter,Suuri Jukajarvi,-118.739737761027
Ter,Suuri Jukajarvi,-120.241954377397
Ter,Suuri Jukajarvi,-104.63293626805
Ter,Suuri Jukajarvi,-95.0302028836679
Ter,Suuri Jukajarvi,-112.819252603118
Ter,Suuri Jukajarvi,-115.024387064756
Ter,Suuri Jukajarvi,-108.730493804944
Ter,Suuri Jukajarvi,-122.098121132768
Ter,Suuri Jukajarvi,-105.371562812889
Ter,Suuri Jukajarvi,-103.606360764351
Ter,Suuri Jukajarvi,-94.6967646051246
Ter,Suuri Jukajarvi,-119.161633935222
Ter,Suuri Jukajarvi,-131.512226641729
Ter,Suuri Jukajarvi,-115.698996228738
Ter,Suuri Jukajarvi,-111.260694097083
Ter,Suuri Jukajarvi,-116.453492988273
Ter,Suuri Jukajarvi,-121.150474562986
Ter,Suuri Jukajarvi,-111.026948969462
Ter,Suuri Jukajarvi,-115.786791774671
Ter,Suuri Jukajarvi,-117.610258733859
Ter,Suuri Jukajarvi,-106.434103306996
Ter,Suuri Jukajarvi,-104.158832468675
Ter,Suuri Jukajarvi,-113.708638129578
Ter,Suuri Jukajarvi,-106.879052766084
Ter,Suuri Jukajarvi,-110.911531776564
Ter,Suuri Jukajarvi,-136.22361891067
Ter,Suuri Jukajarvi,-90.5679542267102
Ter,Suuri Jukajarvi,-123.9401837197
Ter,Suuri Jukajarvi,-109.259866638281
Ter,Suuri Jukajarvi,-80.6265197270042
Ter,Suuri Jukajarvi,-133.487462043365
Ter,Suuri Jukajarvi,-123.909675998793
Ter,Suuri Jukajarvi,-107.725510409403
Ter,Suuri Jukajarvi,-106.439894047186
Ter,Suuri Jukajarvi,-96.2414105662261
Ter,Suuri Jukajarvi,-105.090162505684
Ter,Suuri Jukajarvi,-115.84217411289
Ter,Suuri Jukajarvi,-108.020448614158
Ter,Suuri Jukajarvi,-103.927488996543
Ter,Suuri Jukajarvi,-124.251886888327
Ter,Suuri Jukajarvi,-115.210017507463
Ter,Suuri Jukajarvi,-112.02131753016
Ter,Suuri Jukajarvi,-119.915855284112
Ter,Suuri Jukajarvi,-130.287834732688
Ter,Suuri Jukajarvi,-138.808850645907
Ter,Suuri Jukajarvi,-126.828195638392
Ter,Suuri Jukajarvi,-129.482076227835
Ter,Suuri Jukajarvi,-111.096599326857
Ter,Suuri Jukajarvi,-100.638336817327
Aq,Tottijarvi,-211.171823650989
Aq,Tottijarvi,-186.537614371212
Aq,Tottijarvi,-192.906690870758
Aq,Tottijarvi,-119.980057978855
Aq,Tottijarvi,-225.716987859274
Aq,Tottijarvi,-129.012562606252
Aq,Tottijarvi,-173.93237799743
Aq,Tottijarvi,-171.241685372478
Aq,Tottijarvi,-176.99771805497
Aq,Tottijarvi,-155.402476124928
Aq,Tottijarvi,-192.327344518008
Aq,Tottijarvi,-201.791941232122
Aq,Tottijarvi,-197.699093732512
Aq,Tottijarvi,-175.947025960194
Aq,Tottijarvi,-118.851327273456
Aq,Tottijarvi,-173.063975514536
Aq,Tottijarvi,-179.118010318469
Aq,Tottijarvi,-189.279942564268
Aq,Tottijarvi,-142.837728273114
Aq,Tottijarvi,-159.752262829347
Aq,Tottijarvi,-160.316655277302
Aq,Tottijarvi,-152.44991236317
Aq,Tottijarvi,-186.344021111208
Aq,Tottijarvi,-173.436059673166
Aq,Tottijarvi,-152.853559327295
Aq,Tottijarvi,-146.62314892194
Aq,Tottijarvi,-158.100853799281
Aq,Tottijarvi,-178.167969516831
Aq,Tottijarvi,-172.776217776796
Aq,Tottijarvi,-158.953423548205
Aq,Tottijarvi,-179.80560239236
Aq,Tottijarvi,-150.680617547587
Aq,Tottijarvi,-166.618369070899
Aq,Tottijarvi,-159.33600529647
Aq,Tottijarvi,-140.610812226821
Aq,Tottijarvi,-189.469667149729
Aq,Tottijarvi,-93.3060998266429
Aq,Tottijarvi,-152.849460059267
Aq,Tottijarvi,-154.244012182092
Aq,Tottijarvi,-179.222126161203
Aq,Tottijarvi,-144.538099633772
Aq,Tottijarvi,-132.959380591946
Aq,Tottijarvi,-138.440677630806
Aq,Tottijarvi,-164.21646013344
Aq,Tottijarvi,-138.780005792208
Aq,Tottijarvi,-228.160987037919
Aq,Tottijarvi,-154.91858902146
Aq,Tottijarvi,-167.168463298766
Aq,Tottijarvi,-96.1658233553945
Aq,Tottijarvi,-141.951365346678
Aq,Tottijarvi,-186.422719444747
Aq,Tottijarvi,-129.290762904099
Aq,Tottijarvi,-198.634380620105
Aq,Tottijarvi,-122.362907609285
Aq,Tottijarvi,-174.495679918849
Aq,Tottijarvi,-168.699219921041
Aq,Tottijarvi,-181.712949856191
Aq,Tottijarvi,-201.455538469595
Aq,Tottijarvi,-173.999102744037
Aq,Tottijarvi,-188.60740128626
Aq,Tottijarvi,-169.997565859091
Aq,Tottijarvi,-152.774934756005
Aq,Tottijarvi,-138.974843186504
Aq,Tottijarvi,-162.722912356654
Aq,Tottijarvi,-187.304265440266
Aq,Tottijarvi,-184.028367465744
Aq,Tottijarvi,-180.102997004433
Aq,Tottijarvi,-185.045611115433
Aq,Tottijarvi,-183.717424479218
Aq,Tottijarvi,-147.340133646253
Aq,Tottijarvi,-153.508412449247
Aq,Tottijarvi,-142.392549944583
Aq,Tottijarvi,-189.186787726134
Aq,Tottijarvi,-197.920115138155
Aq,Tottijarvi,-160.449026980801
Aq,Tottijarvi,-184.269153422368
Aq,Tottijarvi,-177.611741998524
Aq,Tottijarvi,-180.506440229282
Aq,Tottijarvi,-156.764447898665
Aq,Tottijarvi,-159.220200543868
Aq,Tottijarvi,-168.369599109078
Aq,Tottijarvi,-212.51162771113
Aq,Tottijarvi,-176.107965824457
Aq,Tottijarvi,-209.854264304053
Aq,Tottijarvi,-147.305426992247
Aq,Tottijarvi,-162.225808457005
Aq,Tottijarvi,-149.690951429572
Aq,Tottijarvi,-185.653043134495
Aq,Tottijarvi,-147.425837084931
Aq,Tottijarvi,-197.424883672109
Aq,Tottijarvi,-171.616536783739
Aq,Tottijarvi,-174.840637996594
Aq,Tottijarvi,-166.206244467575
Aq,Tottijarvi,-124.936886791462
Aq,Tottijarvi,-121.351055892893
Aq,Tottijarvi,-191.270235419322
Aq,Tottijarvi,-187.611324553972
Aq,Tottijarvi,-147.014184425132
Aq,Tottijarvi,-139.752134026323
Aq,Tottijarvi,-186.43151630578
Ter,Tottijarvi,-114.225869926555
Ter,Tottijarvi,-107.383314963973
Ter,Tottijarvi,-104.294491479184
Ter,Tottijarvi,-118.364664832513
Ter,Tottijarvi,-116.106463386654
Ter,Tottijarvi,-108.500623592845
Ter,Tottijarvi,-90.6116484159363
Ter,Tottijarvi,-109.080614188834
Ter,Tottijarvi,-106.590055204345
Ter,Tottijarvi,-82.2566743175112
Ter,Tottijarvi,-99.6160393402421
Ter,Tottijarvi,-104.223810897886
Ter,Tottijarvi,-123.577949827538
Ter,Tottijarvi,-101.00502842684
Ter,Tottijarvi,-113.114559889722
Ter,Tottijarvi,-120.633857935725
Ter,Tottijarvi,-84.0569683937414
Ter,Tottijarvi,-115.108169239841
Ter,Tottijarvi,-100.155297659178
Ter,Tottijarvi,-100.334733016933
Ter,Tottijarvi,-99.4951248195274
Ter,Tottijarvi,-119.506822273338
Ter,Tottijarvi,-121.827947094601
Ter,Tottijarvi,-106.329143504868
Ter,Tottijarvi,-123.327047255682
Ter,Tottijarvi,-105.705662371991
Ter,Tottijarvi,-128.950033591917
Ter,Tottijarvi,-111.603489732507
Ter,Tottijarvi,-140.254129041793
Ter,Tottijarvi,-123.435948890547
Ter,Tottijarvi,-126.677886584261
Ter,Tottijarvi,-100.087560153727
Ter,Tottijarvi,-114.717111059326
Ter,Tottijarvi,-123.951835894205
Ter,Tottijarvi,-115.283498348971
Ter,Tottijarvi,-110.036413182575
Ter,Tottijarvi,-106.686680684988
Ter,Tottijarvi,-112.344475506229
Ter,Tottijarvi,-123.410314036488
Ter,Tottijarvi,-113.252954555799
Ter,Tottijarvi,-111.103154948148
Ter,Tottijarvi,-109.484430528872
Ter,Tottijarvi,-120.941314081393
Ter,Tottijarvi,-105.229671425963
Ter,Tottijarvi,-97.4092410668755
Ter,Tottijarvi,-110.749622857365
Ter,Tottijarvi,-110.457511364577
Ter,Tottijarvi,-113.997448269434
Ter,Tottijarvi,-115.660337726588
Ter,Tottijarvi,-125.138165895193
Ter,Tottijarvi,-90.2234599729398
Ter,Tottijarvi,-118.578134721832
Ter,Tottijarvi,-118.385910713038
Ter,Tottijarvi,-104.34223419881
Ter,Tottijarvi,-123.450496680447
Ter,Tottijarvi,-112.510531950296
Ter,Tottijarvi,-108.252537572198
Ter,Tottijarvi,-122.059166572782
Ter,Tottijarvi,-118.854066898117
Ter,Tottijarvi,-126.429407552133
Ter,Tottijarvi,-104.660708822881
Ter,Tottijarvi,-107.049068220166
Ter,Tottijarvi,-113.865071909954
Ter,Tottijarvi,-120.682864627286
Ter,Tottijarvi,-109.033665085796
Ter,Tottijarvi,-91.7534592564246
Ter,Tottijarvi,-119.062360462507
Ter,Tottijarvi,-113.662615291061
Ter,Tottijarvi,-98.4182905275895
Ter,Tottijarvi,-121.523671557261
Ter,Tottijarvi,-114.606357228694
Ter,Tottijarvi,-98.8273895216805
Ter,Tottijarvi,-111.961116797161
Ter,Tottijarvi,-95.5262897222397
Ter,Tottijarvi,-91.2146060967855
Ter,Tottijarvi,-115.390516769828
Ter,Tottijarvi,-90.3650879144433
Ter,Tottijarvi,-85.0950986294659
Ter,Tottijarvi,-94.3390150956001
Ter,Tottijarvi,-107.768414282867
Ter,Tottijarvi,-124.465117564005
Ter,Tottijarvi,-118.134385328864
Ter,Tottijarvi,-101.759704826961
Ter,Tottijarvi,-103.254688983339
Ter,Tottijarvi,-117.113177610645
Ter,Tottijarvi,-104.165808120782
Ter,Tottijarvi,-98.8962875633375
Ter,Tottijarvi,-106.029415114693
Ter,Tottijarvi,-110.13013007022
Ter,Tottijarvi,-105.16575751005
Ter,Tottijarvi,-136.586572340568
Ter,Tottijarvi,-104.202275119653
Ter,Tottijarvi,-119.107642500945
Ter,Tottijarvi,-102.280910020818
Ter,Tottijarvi,-101.225565547075
Ter,Tottijarvi,-106.972299013514
Ter,Tottijarvi,-95.3168984418788
Ter,Tottijarvi,-108.787456194541
Ter,Tottijarvi,-108.318009878463
Ter,Tottijarvi,-118.292508299173
Aq,Valkea-Kotinen,-166.62407004362
Aq,Valkea-Kotinen,-193.134114356506
Aq,Valkea-Kotinen,-159.382926035196
Aq,Valkea-Kotinen,-184.959062443794
Aq,Valkea-Kotinen,-174.156409243404
Aq,Valkea-Kotinen,-167.302623228068
Aq,Valkea-Kotinen,-169.613967489827
Aq,Valkea-Kotinen,-156.236619043549
Aq,Valkea-Kotinen,-186.309952593457
Aq,Valkea-Kotinen,-156.990132109836
Aq,Valkea-Kotinen,-169.733729429559
Aq,Valkea-Kotinen,-167.847812617904
Aq,Valkea-Kotinen,-168.994309537132
Aq,Valkea-Kotinen,-223.792438932651
Aq,Valkea-Kotinen,-204.918625139186
Aq,Valkea-Kotinen,-173.446278162146
Aq,Valkea-Kotinen,-148.271624427874
Aq,Valkea-Kotinen,-132.784490820087
Aq,Valkea-Kotinen,-169.214193485324
Aq,Valkea-Kotinen,-151.372008494469
Aq,Valkea-Kotinen,-181.726058571991
Aq,Valkea-Kotinen,-174.511250515077
Aq,Valkea-Kotinen,-154.940752160781
Aq,Valkea-Kotinen,-218.058120427475
Aq,Valkea-Kotinen,-183.076232695269
Aq,Valkea-Kotinen,-160.197592860322
Aq,Valkea-Kotinen,-159.327820128662
Aq,Valkea-Kotinen,-156.680387721438
Aq,Valkea-Kotinen,-189.174953608084
Aq,Valkea-Kotinen,-177.656323185369
Aq,Valkea-Kotinen,-138.341510338787
Aq,Valkea-Kotinen,-138.550065903689
Aq,Valkea-Kotinen,-166.899537823708
Aq,Valkea-Kotinen,-202.756116102708
Aq,Valkea-Kotinen,-152.725456601295
Aq,Valkea-Kotinen,-141.790231153005
Aq,Valkea-Kotinen,-134.153914545659
Aq,Valkea-Kotinen,-168.751253147746
Aq,Valkea-Kotinen,-166.167968827855
Aq,Valkea-Kotinen,-213.535972478533
Aq,Valkea-Kotinen,-137.378555064731
Aq,Valkea-Kotinen,-144.970825047009
Aq,Valkea-Kotinen,-162.241938456961
Aq,Valkea-Kotinen,-141.158324015377
Aq,Valkea-Kotinen,-156.840013137613
Aq,Valkea-Kotinen,-197.523552081211
Aq,Valkea-Kotinen,-172.411831259563
Aq,Valkea-Kotinen,-171.913027972955
Aq,Valkea-Kotinen,-195.681542839645
Aq,Valkea-Kotinen,-179.280747028331
Aq,Valkea-Kotinen,-191.693819600654
Aq,Valkea-Kotinen,-172.913166894269
Aq,Valkea-Kotinen,-152.534540747074
Aq,Valkea-Kotinen,-165.769742338942
Aq,Valkea-Kotinen,-233.593909482873
Aq,Valkea-Kotinen,-161.706500639441
Aq,Valkea-Kotinen,-176.230426091134
Aq,Valkea-Kotinen,-143.084628941529
Aq,Valkea-Kotinen,-194.504718523173
Aq,Valkea-Kotinen,-160.284106040296
Aq,Valkea-Kotinen,-212.188814563781
Aq,Valkea-Kotinen,-175.081451133011
Aq,Valkea-Kotinen,-159.771859401853
Aq,Valkea-Kotinen,-155.806222762208
Aq,Valkea-Kotinen,-199.102796654876
Aq,Valkea-Kotinen,-161.163382488495
Aq,Valkea-Kotinen,-157.393341661329
Aq,Valkea-Kotinen,-152.054518236817
Aq,Valkea-Kotinen,-183.851192575668
Aq,Valkea-Kotinen,-154.842445605889
Aq,Valkea-Kotinen,-159.821017070453
Aq,Valkea-Kotinen,-162.517942173571
Aq,Valkea-Kotinen,-159.421715352746
Aq,Valkea-Kotinen,-191.271483476123
Aq,Valkea-Kotinen,-150.608222500537
Aq,Valkea-Kotinen,-186.76585929296
Aq,Valkea-Kotinen,-213.773918257605
Aq,Valkea-Kotinen,-146.064495713266
Aq,Valkea-Kotinen,-207.625448137988
Aq,Valkea-Kotinen,-149.35289612664
Aq,Valkea-Kotinen,-158.974831140163
Aq,Valkea-Kotinen,-139.598519957911
Aq,Valkea-Kotinen,-146.146883595868
Aq,Valkea-Kotinen,-119.697755467213
Aq,Valkea-Kotinen,-174.537848226495
Aq,Valkea-Kotinen,-186.029067717201
Aq,Valkea-Kotinen,-172.685570632023
Aq,Valkea-Kotinen,-210.920403375983
Aq,Valkea-Kotinen,-216.115400583092
Aq,Valkea-Kotinen,-147.110636918491
Aq,Valkea-Kotinen,-180.500201896787
Aq,Valkea-Kotinen,-161.818744364284
Aq,Valkea-Kotinen,-159.727888233056
Aq,Valkea-Kotinen,-174.469076965905
Aq,Valkea-Kotinen,-188.11167956138
Aq,Valkea-Kotinen,-187.249705481884
Aq,Valkea-Kotinen,-180.716731376986
Aq,Valkea-Kotinen,-177.54805560769
Aq,Valkea-Kotinen,-168.872281768724
Aq,Valkea-Kotinen,-164.221570590608
Ter,Valkea-Kotinen,-123.726559716599
Ter,Valkea-Kotinen,-130.665257138513
Ter,Valkea-Kotinen,-111.242679900501
Ter,Valkea-Kotinen,-106.202754886059
Ter,Valkea-Kotinen,-148.517840873936
Ter,Valkea-Kotinen,-114.546190962881
Ter,Valkea-Kotinen,-121.475369186401
Ter,Valkea-Kotinen,-112.862172112663
Ter,Valkea-Kotinen,-132.372990988406
Ter,Valkea-Kotinen,-112.506106875729
Ter,Valkea-Kotinen,-124.688255833778
Ter,Valkea-Kotinen,-119.349952772504
Ter,Valkea-Kotinen,-102.773323275092
Ter,Valkea-Kotinen,-129.591732470364
Ter,Valkea-Kotinen,-108.561829669276
Ter,Valkea-Kotinen,-112.270402172046
Ter,Valkea-Kotinen,-121.182533938246
Ter,Valkea-Kotinen,-136.806545545487
Ter,Valkea-Kotinen,-121.375179501185
Ter,Valkea-Kotinen,-123.806432131481
Ter,Valkea-Kotinen,-122.057257766655
Ter,Valkea-Kotinen,-118.678717429953
Ter,Valkea-Kotinen,-121.988412427194
Ter,Valkea-Kotinen,-134.137800007795
Ter,Valkea-Kotinen,-142.044832909301
Ter,Valkea-Kotinen,-125.999483347084
Ter,Valkea-Kotinen,-127.143173048066
Ter,Valkea-Kotinen,-114.338201154644
Ter,Valkea-Kotinen,-137.930572113812
Ter,Valkea-Kotinen,-124.028627309691
Ter,Valkea-Kotinen,-101.446140935609
Ter,Valkea-Kotinen,-105.733806623108
Ter,Valkea-Kotinen,-128.471273852439
Ter,Valkea-Kotinen,-136.141047749378
Ter,Valkea-Kotinen,-125.903499498938
Ter,Valkea-Kotinen,-101.916913152698
Ter,Valkea-Kotinen,-127.631089369338
Ter,Valkea-Kotinen,-117.278430924692
Ter,Valkea-Kotinen,-103.958044611608
Ter,Valkea-Kotinen,-134.705450875928
Ter,Valkea-Kotinen,-146.051662265182
Ter,Valkea-Kotinen,-134.593493083644
Ter,Valkea-Kotinen,-143.721543263159
Ter,Valkea-Kotinen,-129.754552737834
Ter,Valkea-Kotinen,-119.452230716182
Ter,Valkea-Kotinen,-126.276496041813
Ter,Valkea-Kotinen,-124.634501023536
Ter,Valkea-Kotinen,-127.785827250504
Ter,Valkea-Kotinen,-120.473058060063
Ter,Valkea-Kotinen,-116.734685698159
Ter,Valkea-Kotinen,-116.310981830114
Ter,Valkea-Kotinen,-96.4378165330682
Ter,Valkea-Kotinen,-110.691490776888
Ter,Valkea-Kotinen,-131.097882347258
Ter,Valkea-Kotinen,-113.316788413645
Ter,Valkea-Kotinen,-143.117756485289
Ter,Valkea-Kotinen,-121.841732671697
Ter,Valkea-Kotinen,-120.826597575254
Ter,Valkea-Kotinen,-121.613723892941
Ter,Valkea-Kotinen,-129.938811118398
Ter,Valkea-Kotinen,-116.095998487621
Ter,Valkea-Kotinen,-125.061167738858
Ter,Valkea-Kotinen,-133.494587994078
Ter,Valkea-Kotinen,-107.324817532598
Ter,Valkea-Kotinen,-126.890838771524
Ter,Valkea-Kotinen,-112.290919754225
Ter,Valkea-Kotinen,-134.900197330375
Ter,Valkea-Kotinen,-95.0638066320801
Ter,Valkea-Kotinen,-145.481107043002
Ter,Valkea-Kotinen,-119.927062532187
Ter,Valkea-Kotinen,-111.432647378975
Ter,Valkea-Kotinen,-124.490768444526
Ter,Valkea-Kotinen,-129.715924019361
Ter,Valkea-Kotinen,-108.949114420354
Ter,Valkea-Kotinen,-112.576933436648
Ter,Valkea-Kotinen,-130.473011547531
Ter,Valkea-Kotinen,-134.765643905923
Ter,Valkea-Kotinen,-131.03337684936
Ter,Valkea-Kotinen,-110.904819250132
Ter,Valkea-Kotinen,-134.100220766288
Ter,Valkea-Kotinen,-121.846020021792
Ter,Valkea-Kotinen,-94.3481038938765
Ter,Valkea-Kotinen,-122.272959012416
Ter,Valkea-Kotinen,-120.807444526936
Ter,Valkea-Kotinen,-121.924602644014
Ter,Valkea-Kotinen,-110.198469582564
Ter,Valkea-Kotinen,-109.358082738718
Ter,Valkea-Kotinen,-132.213803577979
Ter,Valkea-Kotinen,-126.831710162278
Ter,Valkea-Kotinen,-118.808306792147
Ter,Valkea-Kotinen,-130.233347050743
Ter,Valkea-Kotinen,-124.675905966158
Ter,Valkea-Kotinen,-98.5496680308926
Ter,Valkea-Kotinen,-109.462687934912
Ter,Valkea-Kotinen,-105.121631223407
Ter,Valkea-Kotinen,-121.759434388841
Ter,Valkea-Kotinen,-138.222533805865
Ter,Valkea-Kotinen,-115.450358428681
Ter,Valkea-Kotinen,-108.052289807651
Ter,Valkea-Kotinen,-123.048686754728
Aq,Vesijarvi,-161.55457891123
